GENEID	SKMM2control1_gene.sorted	SKMM2control2_gene.sorted	SKMM2control3_gene.sorted	SKMM2IL61_gene.sorted	SKMM2IL62_gene.sorted	SKMM2IL63_gene.sorted	sub_SKMM2_drna_control1_gene.sorted	sub_SKMM2_drna_control2_gene.sorted	sub_SKMM2_drna_control3_gene.sorted	sub_SKMM2_drna_IL61_gene.sorted	sub_SKMM2_drna_IL62_gene.sorted	sub_SKMM2_drna_IL63_gene.sorted
ENSG00000143375.15	3	5	3	2	0	0	9	12	3	3	7	6
ENSG00000143376.14	8	8	16	11	15	6	36	47	17	40	25	40
ENSG00000143379.13	24	2	15.99999	6	18	9.99999	38	30	38	29.99999	26.99999	27
ENSG00000143382.16	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000143384.14	54	38	44	157	173	123	165	176	148	440	468	407
ENSG00000143387.14	0	0	1	1	3	0	2	3	4	6	1	2
ENSG00000143390.18	14	21	17	34	26	16	84	82	72	75	94	72
ENSG00000143393.17	32	26	16	28	26	35	82	100	92	114	109	124.99999
ENSG00000143398.20	16.99999	15	6	17	18.99999	13	16	14	14	16	19	25
ENSG00000143401.15	61	46.99999	56	75	99	49	347.99999	321.99999	281	481	364.00001	222.00001
ENSG00000143409.18	6	15	28	22	2	7	44	44	46	35	38	30
ENSG00000143412.10	0	0	0	0	3	0	32	23	25	1	0	18
ENSG00000143416.21	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143418.20	54	62	55	49	69	56.00001	393	402	377	409	360	418
ENSG00000143420.19	392	311	402	482.99999	506	470	577.99999	540	628	614	628	698.99999
ENSG00000143429.13	5	3	8	6	5	3	2	0	2	1	2	0
ENSG00000143434.17	0	0	0	0	0	0	1	0	0	0	3	1
ENSG00000143436.11	67	88	151.99999	139	199	162	307	276	285	383	410.99999	382.99999
ENSG00000143437.21	18	19	12	28	10	16	32	36	32	38	30	30
ENSG00000143442.24	10	10	15	25	7	5	45.99999	71	46.00001	63	38	48.00001
ENSG00000143443.10	2	1	1	6	5	2	10	16	21	7	9	10
ENSG00000143450.19	5	11	2	14	2	13	2	1	3	1	3.99999	1
ENSG00000143452.16	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143457.11	24	18	15	35.00001	41	15	113	111	94	99	86	74
ENSG00000143458.12	6	3	8	6	2	7	11	13	11	12	7	14
ENSG00000143469.21	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143473.14	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143476.18	85	51	52	56	56	52	187	199	168	171	169	168
ENSG00000143479.18	0	0	0	1	0	0	1	0	0.99999	2	1	0
ENSG00000143486.16	24	25	22	31	34	41	180	174	173	158	150	166
ENSG00000143493.13	17	9	10	25	22	24	83	99.00001	87	115	134.00001	97
ENSG00000143494.16	0	1	0	0.99999	0	3	1	6	3	1	2	1
ENSG00000143498.18	0	0	2	3	0	1	21	10	25	10	23	8
ENSG00000143499.14	5	11	5	7	12	15.99999	53.99999	68	55	70	52.99999	60
ENSG00000143502.16	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000143507.18	3	1	6	6	2.00001	2	11	10	6	5	10	6
ENSG00000143512.13	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143514.18	1	1	2	8	10	3	32	33	31	25	30	25
ENSG00000143515.20	19	17	11	10	18	19	144	164	132	106	79	113
ENSG00000143520.6	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143536.7	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143537.14	15.99999	7.00001	21	13.99999	5	1.99999	127.00001	118.99999	115.00001	87	58	81.00001
ENSG00000143543.15	267	276	220	268	383	315	1338	1289	1391	1519	1488	1581
ENSG00000143545.10	11	13	26	3	6	16	21	16	19	17	11	18
ENSG00000143546.10	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143549.22	80	80	60.99999	107	111.99999	100.99999	642	726.00001	594	803	747.00001	816
ENSG00000143552.10	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143553.11	148	219	173	191	198	214	152	186	167	135	119	158
ENSG00000143554.14	7.99999	12	5.99999	1	0	1	30.99999	36	36	13	8	10
ENSG00000143556.9	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143569.20	82.99999	86	84	90.99999	82.99999	98.00001	200.00001	215	207	285.00001	239	258
ENSG00000143570.19	37.99999	23	40.99999	33	38.99999	38.99999	149	135.99999	142.99999	179	186	212
ENSG00000143575.16	1082.99999	1257.99999	1339.00001	939.99999	1438	1452	1086	1041	1067.99998	1077.99999	1103.00001	1222.00001
ENSG00000143578.16	10.00001	16	22.00001	7	8	7	60	43	56	28	33	30
ENSG00000143590.14	10	2	3	5	4	2	22	24	24	13	12	22
ENSG00000143595.13	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143603.19	3	2	1	1	1	2	5	3	1	6	3	1
ENSG00000143612.21	142	186.00001	215	203	233.00001	220	718	802	738.99999	691	678	782
ENSG00000143614.11	8	12	6	9	1	1	34	39	40	48	34	57
ENSG00000143621.17	162	140	143	204	243	196	772	772	751	1008	985	1045
ENSG00000143622.12	23	24	21	21	26	25	45	51	38	45	53	40
ENSG00000143624.14	31	27	21	32	24	15	88	115	83	90.99999	89	99
ENSG00000143627.19	0	1	0	0	0	0	0	0	0	0	0	1
ENSG00000143630.10	3	0	0	0	1	0	5	1	1	4	0	0
ENSG00000143631.11	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143632.15	0	0	0	0	0	0	0	0	1	2	2	0
ENSG00000143633.13	19	18	26	21	23	14.99999	67	53	52	72	61	42
ENSG00000143641.10	21	20	32	35	24	19	106	136	115	156	132	180
ENSG00000143643.13	5	10	4	11	13	10	70	81	57	58	59	50
ENSG00000143653.10	9	7	10	5	19	3	74	65	73	40	48	61
ENSG00000143669.16	2	5	5	1	3	0	8	5	4	4	6	2
ENSG00000143674.11	4	5	6	1	4	4	31	21	24	26	29	22
ENSG00000143702.17	5	6	3	12.99999	16	5	30	29	36.99998	36	41	21.00001
ENSG00000143727.16	772	893	923.99999	911.00001	1029	937	430	434.00001	428	492	530	430
ENSG00000143740.15	22.99999	11.99999	16.99999	18	31	26	84.00002	97.00001	77	90	97.99999	66.99999
ENSG00000143742.14	127.99999	151	140	191.99999	219	153	993.99999	860	941.00001	1006	1099	756
ENSG00000143748.18	14	13.99999	12.99999	16.99999	28	23	60	43	48	63	69	52.99999
ENSG00000143751.10	19	17	4	16	15	9	60	45	41	81	47	62
ENSG00000143753.14	43	49	67	54	79	66	244	204	224	232	243	243
ENSG00000143756.12	10	14	6	16	13	11	67	66	62	65	76	56
ENSG00000143761.17	367	466	356	448	476	448	1985	2034	1912.00001	2186	2094.99999	2219
ENSG00000143768.13	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000143771.12	990.00001	1036	880.00001	1206	1163.99999	1228.00001	155	182	181	188	222.99999	244
ENSG00000143772.11	0	0	0	3	2	6	15	17	13	7	9	12
ENSG00000143774.18	468	555	627	572.00001	792.00001	752	858	822.00001	911.99999	939.00001	947.99999	976
ENSG00000143776.20	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143786.8	9	8	14	12	5	2	3	4	8	5	8	3
ENSG00000143793.13	34	19.99999	16	25	25	16	95	86.99999	99.99999	85.00001	96	78
ENSG00000143797.12	0	0	0	0	0	0	1	8	1	0	0	0
ENSG00000143799.14	213.99999	154.99999	245.00001	249.00001	290.00001	274.99999	554	579	555	676	528	694
ENSG00000143801.18	0	2	9	0	0	1	2	3	4	6	7	4
ENSG00000143811.20	50.99999	32	42	58	28	53	327	313.99999	302	222	243	249
ENSG00000143815.15	46	47	41	72	57	39	328	308	291	353	320	270
ENSG00000143816.8	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143819.13	9	15	9.00001	14	12	9.99999	123	129	117	74	76	81
ENSG00000143839.15	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143842.15	0	0	0	2	0	0	4	4	6	4	6	5
ENSG00000143845.15	0	0	0	0	0	0	2	0	0	0	0	1
ENSG00000143847.16	0	0	0	0	0	0	0	0.99999	0	0	0	0
ENSG00000143850.17	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000143851.16	21.00001	23	13	14	17.99999	29	83	71.00001	61	100	93.00001	100
ENSG00000143858.12	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143862.8	35	18	46	36	25	32	73	67	67	72	62	71
ENSG00000143867.7	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143869.7	1	0	2	0	0	0	0	1	2	2	3	0
ENSG00000143870.13	448	383	405	599	644	478	2750	2636.00001	2752	3402	3108	3274
ENSG00000143878.10	9	8	3	10	8	3	70	69	66	49	33	34
ENSG00000143882.12	19	24	10	21	26	22	25	32	19	40	43	23
ENSG00000143889.16	18	10	19	21	15	10	119	94.00001	138	126	105	97.00001
ENSG00000143891.17	12	19	6	12	23	22	46	42	44	27	47	50
ENSG00000143919.16	8	14	6	12	19	10	82.00001	103	89	55	78	69
ENSG00000143921.9	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143924.19	12	10	13	14	18	12	89	97	73	77	84	50
ENSG00000143933.20	1967.99999	2332	2219	1094	1837.00001	1516	220.99999	223	212	149.00001	207	133
ENSG00000143942.5	29	25	29	21	35	36	94	94	113	133	117	96
ENSG00000143947.15	85830	83051	86306	92566	95551	91004.00001	11644.00001	11334	12525	12516	13427	12558.00001
ENSG00000143951.16	17	5	14	13	12	11	15	11	9	13	9	9
ENSG00000143952.20	9	11	16	13	3.99999	17	48	38	39	48	46	28
ENSG00000143954.13	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000143970.18	11	4	10	7	7	3	33	30	25	46	32	21
ENSG00000143971.9	8.00001	7	7	6.99999	5	4	46	39	29.99999	38	30	22
ENSG00000143977.14	16219	15486.00001	14836	21765	21592.99999	21967	1570	1587.99999	1666	2055	2428.00001	2245
ENSG00000143994.14	1	0	1	3	1	0	0	0	0	0	0	0
ENSG00000143995.20	3	1	0	0	0	0	1	4	0	2.00001	1	2.99999
ENSG00000144010.11	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144015.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144021.3	39	47	41	44	49	64	169	144	185	185	211	230
ENSG00000144026.14	14	8	26	8	11	15	10	10	5	7	10	5
ENSG00000144028.15	69	63	59	69	59	48	226	254	217	214	215	233.00001
ENSG00000144029.14	61	79	86	91.99999	115	91	256	215.99999	254	283	278.99999	259.99999
ENSG00000144031.12	0	0	0	0	0	0	2	0	0	1	0	0
ENSG00000144034.16	1848.99999	1840.00001	1679	2668	2859	2367	344.00001	401	354	519	511.99999	458
ENSG00000144035.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144036.16	2	0	0	3	0	2	15	6	15	13	8	7
ENSG00000144040.13	10.00001	10	13	17	17	16.99999	16	11	20	9	11	9
ENSG00000144043.13	47	33	30	55	45	43	172	197	169	215	170	198
ENSG00000144045.14	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144048.11	21	12	16.99999	12.00001	25.99999	32	75	63	62	82	95.00001	81.99999
ENSG00000144057.16	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144061.14	64	51	64	60	85	54	7	7	6.00003	10.00001	10	10
ENSG00000144063.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144115.18	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144118.14	2	0	0	1	1	0	11	13	8	1	4	2
ENSG00000144119.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144120.13	177	187	152	117	126	100	55.00001	43	57	52	48.99999	47
ENSG00000144130.12	0	2	0	0	0	0	0	0	0	0	0	0
ENSG00000144134.19	4	5	5	0	1	3	7.00001	7	5	2	5	2
ENSG00000144136.11	29	22	25	19	25	20	121	154	123	126	100	96
ENSG00000144152.13	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144158.4	4	3	2	8	6	4	2	3	2	3	1	0
ENSG00000144161.14	23	25	28	51	55	39	58	48	49	69	69	38
ENSG00000144182.17	5	3	3	1	7	6	26.99999	13	14	13.99999	8.99999	8
ENSG00000144188.9	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144191.12	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000144199.12	9	4	12	3	1	2	34	33	39	14	19	14
ENSG00000144214.10	0	1	0	0	2	0	2	2	0	2	3	1
ENSG00000144218.21	0	0	4	0	0	0	0	0	0	0	0	0
ENSG00000144224.17	46	49	51	61	54	25	334	318	274	300	353	160
ENSG00000144227.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144228.9	10	3	19	7	8	4	84.00001	88	68	72	91	39
ENSG00000144229.13	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144230.17	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144231.11	42	45	40	50	41	43	148	163	143	219	158	207.00001
ENSG00000144233.12	13.00001	8.00005	11.00001	21	14.00001	21	31	43	37	52.99999	35	47
ENSG00000144278.15	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144283.23	68.00001	60	68	59	88	60	340	382	313.99999	306	275	306
ENSG00000144285.24	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144290.17	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144306.15	6	3	9	4	2	4	39	37	33	45	36	28
ENSG00000144320.14	17	20	19	19	15	7	126	125	103	132	150	73
ENSG00000144331.20	3	3	0	0	5	3	11	8	5	5	8	2
ENSG00000144339.12	0	1	0	0	0	0	0	1	0	0	0	0
ENSG00000144354.15	21.00001	15	21	15.00001	23.99999	11	108	97.99999	96	96	73.00001	75
ENSG00000144355.15	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000144357.18	26	14	29	23.00001	35	23.00001	110	95	86	120.00001	113	60
ENSG00000144362.12	6	2	4	5.99999	5.99999	6.00001	15	18	16	13.99999	6	13
ENSG00000144366.17	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000144369.14	3	0	0	1	0	0	9	8	4	6	6	4
ENSG00000144381.18	395	419.00001	386.00001	632.00002	678.99995	356.00001	268.99997	269.00001	242.99998	390	425.99999	226.99999
ENSG00000144395.18	2	3	0	0	7	2	8	9	8	19.99998	9	12.00001
ENSG00000144401.14	29	28	33.99999	42	31	42	89	81	90	83	72.00001	65.00001
ENSG00000144406.20	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144407.10	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000144410.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144426.19	1432	1333	1437	1266	1231	1221	352	412	371	294	318	303
ENSG00000144445.17	1	4	0	4	3	0	24	23.99999	23	21	22	10
ENSG00000144451.20	4	7	12	6	16	5	51	45	50	22	34	24
ENSG00000144452.15	0	0	0	0	0	0	1	0	1	0	0	1
ENSG00000144455.14	12	1	14	8	18	14	73	76.00001	64.00001	41	44	38
ENSG00000144460.13	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144468.17	29	23	20	18	23	10	88.99999	92	96	104	100	93
ENSG00000144476.6	5	1	4	2	3	1	68	68	54	34	42	37
ENSG00000144481.17	53.99999	59	36	73	79	101	11	9	9	15	22	19
ENSG00000144485.11	24	26	25	21	11	7	188.00001	181	182	69	59	75
ENSG00000144488.15	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144504.16	6.99998	7.00002	2.00002	1.00002	7	5	20	39	22	18	19	14.99998
ENSG00000144524.18	29	31	48	50	68	42	88	84.99999	91	128	93	109
ENSG00000144535.20	7	9	5	5	6	1	12	19	18	23	18	16
ENSG00000144550.14	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144554.13	7.99999	14	8	18	19	13	68.99999	73	66.99999	90	49.00001	64
ENSG00000144559.11	20	12	10	18	20	18	37	35	34	69	55.99999	42
ENSG00000144560.16	6	0	2	8	1	1	75	64	37.00001	23	21	67
ENSG00000144566.11	27	13	21	23	22	25	123	111	120	128	110	74
ENSG00000144567.11	23	29	46	29	38	5	178	193.99999	193	139	129	165
ENSG00000144579.9	37.00002	48	27	52	31	49	207.99999	175.99999	165.99998	179.99998	154.99999	174.99999
ENSG00000144580.15	37	35	38	51	39	26	156	162	148	203	170	200
ENSG00000144583.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144589.22	3	1	5	4	4	4	22	18	23	19	32	20
ENSG00000144591.20	63	62.99998	84	105.99999	109.99999	84.00001	350	303.99998	327	353	361.00002	346.00001
ENSG00000144596.13	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144597.14	7	10	14	8	9	2	60	66	52	74	63	50
ENSG00000144619.15	1	0	1	2	1	1	3	3	2	0	2	1
ENSG00000144635.9	19	30	18	27	30	20	109	109	109	164	172	120
ENSG00000144642.22	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144644.15	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144645.16	0	0	0	0	0	0	1	0	1	0	0	0
ENSG00000144647.7	12	6.99999	6	6.99999	14.00001	8.00001	35.00001	35	42	45	36	24
ENSG00000144648.16	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144649.10	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144655.15	5	8	0	1	8	8	15	8	16	23	20	33
ENSG00000144659.13	19	41	34	29	33	27	154	153	149	161	153	167
ENSG00000144668.12	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144671.11	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000144674.19	14.00001	7	17.99999	8	6.99999	7	51.99999	48	50.99999	57	50	24.99999
ENSG00000144677.15	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000144681.11	1	1	0	1	0	0	11	7	8	6	4	2
ENSG00000144711.17	0	0	5	0	0	0.99999	12	7	13	6	4	7.00001
ENSG00000144712.13	14.99999	2.00001	7	3	1.99999	4	30	35	25	19	22	27
ENSG00000144713.13	104715.00001	106205	100347	100461	92460.99999	96761	14291	14334.00001	15322.99999	13043	13641.00001	14266
ENSG00000144724.20	0	3	4	1	0	2	17.99999	28	23	11	8	5
ENSG00000144730.19	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144736.14	2.00001	3.99999	0	4	8	0	46	40	33	42	34	47
ENSG00000144741.19	27.00001	28.00001	24	13	44	25	35	36	53.99999	33	43.00001	30
ENSG00000144744.18	11.99999	8	13	9	10	10.00001	64.99999	84	72	84.99999	96	53.99999
ENSG00000144746.7	15	8	14	10	15	14	58	51	46	45	51	40
ENSG00000144747.17	6	0	5	1	5	0	18	17	15	11	10	7
ENSG00000144749.14	0	0	0	0	0	0	5	3.99999	2	2.99999	2.00001	5.99999
ENSG00000144771.8	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144785.8	7	1	4	0	1	3	1	0	1	0	0	2
ENSG00000144791.10	13	26	32	26	14	20	86	87	61	102	82	94
ENSG00000144792.9	43	17	17	16	24	34	11	18	13	10	5	6
ENSG00000144802.11	6	6	2	10	4	3	13	5	3	18	16	13
ENSG00000144810.16	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144815.18	21	19	16	42.99999	23	28	97	99	82.99998	95	82.00001	88
ENSG00000144820.8	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144821.11	48	58	56	32	39	34	21	14	19	18	9	15
ENSG00000144824.21	0	0	0	0	0	0	1	0	0	0	2	0
ENSG00000144827.9	27	15	22	22	12	15	91	86	83	73	77	45
ENSG00000144834.14	0	0	0	0	0	0	1	1	0	0	0	0
ENSG00000144837.9	0	0	0	0	0	2.00001	1	0	0.99999	0	0	0
ENSG00000144840.10	23	22	36	25	30	24	62	56	41	86	79	41
ENSG00000144843.12	3	0	1	0	0	3	4	1	4	3	1	5
ENSG00000144847.13	0	0	0	0	1	0	1	0	3	0	0	0
ENSG00000144848.11	128	159	159	118	182	130	436	404	398	470	447	408
ENSG00000144852.20	0	0	0	0	0	0	1	0	1	0	0	0
ENSG00000144857.15	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000144867.13	560	642	647	593	816	825	984	1016	1000	1309	1172	1345
ENSG00000144868.14	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144891.19	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000144893.13	0	1	0	0	2	0	2	3	2	2	0	1
ENSG00000144895.12	81	121	103	113	121	82	309	337.00001	327	339	402	239.99999
ENSG00000144908.14	2	1	3	2	3	10	3	1	5.00001	0.99999	0	3
ENSG00000144909.8	6	2	2	0	1	0	33	25	22	34	26	29
ENSG00000144935.17	2	0	0	0	0	0	0	1	1	0	0	0
ENSG00000144959.11	0	1	2	0	4	0	12	10	8.00001	17	13.99999	6.99999
ENSG00000144962.7	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145002.13	0	1	0	0	1	1	4	0	1	0	0	0
ENSG00000145012.15	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145014.18	0	0	0	0	0	0	1	1	2	0	1	0
ENSG00000145016.17	15	14	13	17	18	18	40	41	53	40	29	45
ENSG00000145020.16	0	0	0	0	1	0	2	1	0	0	0	0
ENSG00000145022.5	31	22	15	23	13	20	110	111	103	109	97	98
ENSG00000145029.15	17	14	16	9	5	7	12	6	3	0	4	9
ENSG00000145040.4	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000145041.17	10	7	12	17	11	12	44	46	24	53.00001	37	53.99999
ENSG00000145050.19	193	192.00001	143	236	246	219	1090.99999	1051	1007	1243.99999	1198	1332
ENSG00000145063.15	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145075.13	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145087.14	0	0	0	0	0	1	0	1	0	0	0	0
ENSG00000145088.9	478	469	421	487	691	539	236	254	248	362	378	291
ENSG00000145103.15	0	0	0	0	2	0	0	1	0	1	1	1
ENSG00000145107.16	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145113.22	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145147.20	3	0	0	0	0	0	0	1	0	0	0	0
ENSG00000145191.15	33.00001	30	17.00001	29.00001	40	35.99999	145.99999	116	115	148.99999	133.99999	141.00001
ENSG00000145192.13	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145194.19	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145198.15	0	0	0	0	2.00001	2.00001	2	3	5	1	2	2
ENSG00000145214.14	0	0	1	0	0	0	7	3	9	5	1	2
ENSG00000145216.17	39	44.99999	22.00002	38.99999	45.99999	46	138	136	131.00001	134.99998	136.99999	100
ENSG00000145217.14	0	2	1	0	0	0	0	0	0	0	0	1
ENSG00000145220.14	15	15	19	41	33	8	85	82	70	129	144	82
ENSG00000145241.11	11	6	3.99999	5	5	25	43	59	44	43	50	20
ENSG00000145242.14	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145244.12	0	1	0	0	2.00001	1.99999	0	0	1	0	1.99999	0
ENSG00000145246.14	3	4	0	2	4	0	16	12	16	29	21	25
ENSG00000145247.12	406	485	497	410	426.99999	405.00001	236	275.00001	229	191	198	171
ENSG00000145248.7	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145283.8	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145284.12	0	0	0	0	0	0	1	1	1	0	1	0
ENSG00000145287.11	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145293.17	21	24	25	26	21	26	229	199	212	209	222	187
ENSG00000145309.6	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145321.13	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145331.14	39.00001	39.00001	31	47.99999	31	41.99999	36.99999	27.99999	22.99999	27.99999	34	20
ENSG00000145332.14	4	14	7	16	10	0	31	51	30	27	33	16
ENSG00000145335.17	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145337.5	98	100	140	115	128	104	401	452	448	433	436	419
ENSG00000145348.17	4	1	4	3	2	0	35	24.99999	20	12	25	18
ENSG00000145349.20	14	17	21.99999	20	13.99995	15	38	51	53.99999	53.99999	51	37.99999
ENSG00000145354.12	1257	1397	1328	1443	1689.00001	1538	1052	1042	979	1100	1135	1036
ENSG00000145358.6	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145362.21	28.00003	17	15.99996	24.99998	17	14.00004	24	18	13.99994	9.00001	15	15.00001
ENSG00000145365.12	40	48	37	42	33	41	331	340	316	359	325	318
ENSG00000145375.9	31	23	24	24	22	8	26	24	17	40	26	32
ENSG00000145384.4	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145386.11	16	22	27	37	39	28	203	209	225	260	287	229
ENSG00000145388.15	21	9	14	10	17	11	35	35	26	28	30	14
ENSG00000145390.12	22	16	16	16	18	10	28	17	17	15	24	7
ENSG00000145391.14	30	33	34	43	60	25	157	177.00001	164.00001	180	162	131
ENSG00000145414.9	3	1	6	3	10	20	55	73	68	88	63	70
ENSG00000145416.14	6	1	0	2	5	1	4	1	7	4	1	2
ENSG00000145423.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145425.10	47519	46387	48360.99999	33625	41170	40240.99999	13284	13250	14537.00001	11515	12217	11134
ENSG00000145428.15	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145431.11	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145439.12	18	28	17	24	16	26	55	57	40	34	26	22
ENSG00000145451.13	6	0	1	17	14	3	15	14	3	21	24	11
ENSG00000145476.16	0	0	5	0.99999	2.00001	0	13	22	28	10	15	10
ENSG00000145491.12	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000145494.12	1646	2332	2316	3326	3341	2936	1462	1334	1441	1571	1641	1679
ENSG00000145495.17	59	31	55	54	50	55	176.99999	172	134	181	164	139
ENSG00000145506.14	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000145526.12	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000145536.15	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145545.13	1	2	4	2	0	0	27	42	20	17	24	34
ENSG00000145555.15	7	15	11	24	10	0	52	70	59	41	38	26
ENSG00000145569.6	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000145592.14	63056	60730.99999	62693.00001	65113	57952.00001	62456	15527.99999	15276.99999	16416	12909	15121	15870
ENSG00000145604.17	49	53	47.00001	52.00001	45	23	191.00001	204	168.00001	144	134.00001	141
ENSG00000145623.13	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000145626.12	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145632.15	0	0	0	1	0	0	1	2	2	0	2	1
ENSG00000145642.12	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145649.8	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145675.16	0	1	0	2	1	1	23	21	15	23	18.00001	11
ENSG00000145681.11	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145685.14	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145687.17	28	35	35.00001	17	24	22	63	89	95.00001	81	83.00001	62.00001
ENSG00000145692.15	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145700.10	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145703.17	8	16	4	10	16	4	87	101	87	67	72	40
ENSG00000145708.11	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145715.15	0	5	8.99999	5	4	0	51	35	39	39	37	28
ENSG00000145721.12	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000145723.17	1	13	13	9	9	3	24	14	10	22	26.99999	23
ENSG00000145725.21	22.00002	31.00002	43.99998	31	34.00001	8.99999	129	100	77	96	115	62
